 Calculations that do not match the inspection results.
 _______________________________________________________________________________
  # cycles to | as previous, | failure # cycles/ | as previous, |detected cracks
    failure   | period after | applied # cycles  | period after |in subsequent
              |  last insp.  |                   |  last insp.  |inspections
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.071E+07    2.177E+07         9.767E-01         9.094E-01   1    0
    8.987E+07    2.093E+07         9.676E-01         8.744E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.462E+07    5.676E+06         8.034E-01         2.371E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.996E+07    2.102E+07         9.686E-01         8.781E-01   1    0
    8.757E+07    1.863E+07         9.428E-01         7.783E-01   0    1
    8.331E+07    1.437E+07         8.970E-01         6.003E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.593E+07    6.985E+06         8.175E-01         2.918E-01   1    1
    7.355E+07    4.611E+06         7.919E-01         1.926E-01   0    1
    8.483E+07    1.589E+07         9.133E-01         6.637E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.293E+07    1.399E+07         8.929E-01         5.843E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    4.360E+07   -2.534E+07         4.694E-01        -1.059E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.565E+07    1.671E+07         9.221E-01         6.979E-01   1    0
    8.038E+07    1.144E+07         8.654E-01         4.778E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    8.039E+07    1.145E+07         8.656E-01         4.784E-01   0    1
    9.118E+07    2.224E+07         9.817E-01         9.291E-01   0    1
    8.933E+07    2.039E+07         9.617E-01         8.516E-01   1    0
    8.427E+07    1.533E+07         9.073E-01         6.402E-01   2    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.112E+07    1.218E+07         8.734E-01         5.088E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    5.719E+07   -1.175E+07         6.157E-01        -4.909E-01   0    2
    7.919E+07    1.025E+07         8.526E-01         4.282E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.384E+07    1.490E+07         9.026E-01         6.223E-01   0    1
    8.627E+07    1.733E+07         9.288E-01         7.239E-01   0    1
    7.914E+07    1.020E+07         8.521E-01         4.261E-01   2    0
    7.558E+07    6.637E+06         8.137E-01         2.772E-01   1    2
    9.240E+07    2.345E+07         9.948E-01         9.797E-01   0    1
    7.190E+07    2.955E+06         7.741E-01         1.234E-01   1    0
    6.631E+07   -2.630E+06         7.139E-01        -1.098E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.712E+07    8.177E+06         8.303E-01         3.416E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    8.772E+07    1.877E+07         9.444E-01         7.842E-01   1    0
    8.623E+07    1.728E+07         9.283E-01         7.220E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.793E+07    8.985E+06         8.390E-01         3.753E-01   1    0
    7.244E+07    3.500E+06         7.799E-01         1.462E-01   4    6
    8.527E+07    1.633E+07         9.180E-01         6.819E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.432E+07    5.376E+06         8.001E-01         2.246E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.383E+07    4.887E+06         7.949E-01         2.041E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.208E+07    2.314E+07         9.914E-01         9.665E-01   0    1
    7.714E+07    8.198E+06         8.305E-01         3.425E-01   1    0
    9.055E+07    2.161E+07         9.749E-01         9.026E-01   0    2
    7.718E+07    8.244E+06         8.310E-01         3.443E-01   1    0
    8.509E+07    1.615E+07         9.161E-01         6.745E-01   1    0
    8.104E+07    1.209E+07         8.725E-01         5.052E-01   0    1
    7.454E+07    5.598E+06         8.025E-01         2.338E-01   1    1
    7.643E+07    7.491E+06         8.229E-01         3.129E-01   0    2
    8.098E+07    1.204E+07         8.719E-01         5.029E-01   0    1
    7.410E+07    5.156E+06         7.978E-01         2.154E-01   1    0
    7.611E+07    7.165E+06         8.194E-01         2.993E-01   1    1
    8.941E+07    2.046E+07         9.626E-01         8.548E-01   1    0
    8.992E+07    2.098E+07         9.681E-01         8.762E-01   0    1
    8.831E+07    1.936E+07         9.507E-01         8.089E-01   1    0
    7.765E+07    8.710E+06         8.360E-01         3.638E-01   1    1
    8.197E+07    1.303E+07         8.826E-01         5.443E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.071E+07    1.177E+07         8.690E-01         4.918E-01   0    1
    7.718E+07    8.236E+06         8.309E-01         3.440E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.086E+07    1.191E+07         8.705E-01         4.977E-01   2    0
    7.446E+07    5.516E+06         8.016E-01         2.304E-01   1    1
    7.288E+07    3.943E+06         7.847E-01         1.647E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.197E+07    1.303E+07         8.825E-01         5.442E-01   1    0
    8.530E+07    1.635E+07         9.183E-01         6.831E-01   0    1
    9.009E+07    2.115E+07         9.700E-01         8.836E-01   0    1
    8.556E+07    1.662E+07         9.212E-01         6.942E-01   0    1
    8.279E+07    1.385E+07         8.914E-01         5.787E-01   1    0
    8.500E+07    1.606E+07         9.152E-01         6.710E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.597E+07    1.703E+07         9.256E-01         7.113E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.766E+07   -1.278E+06         7.285E-01        -5.340E-02   2    0
    8.194E+07    1.300E+07         8.823E-01         5.432E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    2
    8.895E+07    2.001E+07         9.576E-01         8.357E-01   1    0
    8.583E+07    1.689E+07         9.241E-01         7.054E-01   0    2
    8.832E+07    1.938E+07         9.509E-01         8.095E-01   1    0
    7.908E+07    1.014E+07         8.515E-01         4.237E-01   1    3
    7.770E+07    8.763E+06         8.366E-01         3.660E-01   0    1
    8.053E+07    1.159E+07         8.670E-01         4.840E-01   6    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.144E+07    2.250E+07         9.845E-01         9.399E-01   3    0
    4.282E+07   -2.612E+07         4.610E-01        -1.091E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.413E+07    5.190E+06         7.981E-01         2.168E-01   0    1
    7.106E+07    2.118E+06         7.651E-01         8.846E-02   1    0
    8.015E+07    1.120E+07         8.629E-01         4.680E-01   0    1
    8.470E+07    1.576E+07         9.120E-01         6.584E-01   1    0
    8.383E+07    1.489E+07         9.026E-01         6.221E-01   0    3
    7.836E+07    9.423E+06         8.437E-01         3.936E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.228E+07    1.334E+07         8.859E-01         5.573E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.348E+07    4.541E+06         7.911E-01         1.897E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.843E+07    9.491E+06         8.444E-01         3.965E-01   2    0
    8.917E+07    2.023E+07         9.600E-01         8.450E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.718E+07   -1.758E+06         7.233E-01        -7.344E-02   0    0
    8.513E+07    1.619E+07         9.165E-01         6.762E-01   0    4
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.045E+07    2.150E+07         9.738E-01         8.983E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.468E+07    1.574E+07         9.117E-01         6.573E-01   2    4
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.146E+07    1.252E+07         8.770E-01         5.230E-01   0    1
    8.684E+07    1.790E+07         9.349E-01         7.476E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.994E+07    1.100E+07         8.607E-01         4.595E-01   1    0
    8.419E+07    1.525E+07         9.065E-01         6.371E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.629E+07    1.735E+07         9.290E-01         7.245E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.780E+07    1.886E+07         9.453E-01         7.879E-01   1    0
    7.877E+07    9.832E+06         8.481E-01         4.107E-01   0    1
    7.218E+07    3.240E+06         7.771E-01         1.354E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.655E+07    7.614E+06         8.242E-01         3.180E-01   2    4
    8.178E+07    1.284E+07         8.805E-01         5.362E-01   0    3
    8.538E+07    1.644E+07         9.192E-01         6.867E-01   1    0
    7.992E+07    1.098E+07         8.605E-01         4.587E-01   0    1
    7.527E+07    6.334E+06         8.104E-01         2.646E-01   2    0
    3.204E+07   -3.690E+07         3.450E-01        -1.541E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.054E+07    1.160E+07         8.671E-01         4.845E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.645E+07    1.751E+07         9.307E-01         7.313E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.235E+07    1.341E+07         8.866E-01         5.601E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.176E+07    1.282E+07         8.803E-01         5.354E-01   2    0
    8.650E+07    1.755E+07         9.312E-01         7.333E-01   1    0
    4.268E+07   -2.626E+07         4.595E-01        -1.097E+00   0    0
    7.042E+07    1.479E+06         7.582E-01         6.179E-02   4    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.724E+07    8.295E+06         8.316E-01         3.465E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.869E+07    9.744E+06         8.472E-01         4.070E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.144E+07    2.250E+07         9.844E-01         9.397E-01   1    0
    8.029E+07    1.135E+07         8.645E-01         4.741E-01   2    0
    5.218E+07   -1.676E+07         5.618E-01        -7.001E-01   0    3
    8.304E+07    1.410E+07         8.941E-01         5.891E-01   1    0
    8.237E+07    1.343E+07         8.869E-01         5.611E-01   0    1
    8.164E+07    1.270E+07         8.790E-01         5.306E-01   0    1
    8.817E+07    1.923E+07         9.493E-01         8.032E-01   0    1
    8.191E+07    1.296E+07         8.818E-01         5.415E-01   0    1
    7.997E+07    1.102E+07         8.609E-01         4.605E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.107E+07    1.212E+07         8.728E-01         5.064E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.385E+07    4.906E+06         7.951E-01         2.049E-01   0    3
    6.933E+07    3.910E+05         7.465E-01         1.633E-02   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.787E+07    1.893E+07         9.460E-01         7.905E-01   1    0
    9.082E+07    2.188E+07         9.778E-01         9.139E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    4.286E+07   -2.608E+07         4.615E-01        -1.089E+00   0    2
    8.167E+07    1.273E+07         8.793E-01         5.318E-01   0    1
    8.873E+07    1.978E+07         9.553E-01         8.264E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.507E+07    1.613E+07         9.159E-01         6.737E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.513E+07    1.619E+07         9.166E-01         6.762E-01   0    1
    5.065E+07   -1.829E+07         5.453E-01        -7.641E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.471E+07    1.577E+07         9.121E-01         6.588E-01   0    2
    8.235E+07    1.341E+07         8.866E-01         5.602E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.143E+07    1.249E+07         8.767E-01         5.216E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.569E+07    6.753E+06         8.150E-01         2.821E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.273E+07    3.788E+06         7.830E-01         1.582E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    1
    5.968E+07   -9.259E+06         6.426E-01        -3.868E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.820E+07    9.257E+06         8.419E-01         3.867E-01   0    1
    8.089E+07    1.195E+07         8.709E-01         4.993E-01   0    1
    8.994E+07    2.100E+07         9.683E-01         8.770E-01   1    0
    7.847E+07    9.529E+06         8.448E-01         3.980E-01   0    1
    8.391E+07    1.497E+07         9.034E-01         6.252E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.835E+07    1.941E+07         9.512E-01         8.106E-01   1    0
    8.392E+07    1.498E+07         9.036E-01         6.259E-01   0    1
    6.809E+07   -8.511E+05         7.331E-01        -3.555E-02   2    0
    9.086E+07    2.192E+07         9.782E-01         9.155E-01   0    1
    6.922E+07    2.743E+05         7.452E-01         1.146E-02   0    1
    8.558E+07    1.664E+07         9.214E-01         6.951E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.910E+07    1.016E+07         8.516E-01         4.243E-01   0    1
    6.911E+07    1.693E+05         7.441E-01         7.070E-03   1    2
    8.667E+07    1.773E+07         9.331E-01         7.406E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    7.574E+07    6.802E+06         8.155E-01         2.841E-01   1    1
    7.377E+07    4.828E+06         7.942E-01         2.017E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.994E+07    1.003E+06         7.531E-01         4.192E-02   1    0
    8.778E+07    1.884E+07         9.450E-01         7.868E-01   1    0
    9.242E+07    2.348E+07         9.950E-01         9.807E-01   1    0
    5.682E+07   -1.213E+07         6.117E-01        -5.065E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    5.125E+07   -1.770E+07         5.517E-01        -7.392E-01   0    1
    4.581E+07   -2.313E+07         4.932E-01        -9.663E-01   2    2
    7.685E+07    7.909E+06         8.274E-01         3.304E-01   1    0
    8.190E+07    1.296E+07         8.818E-01         5.412E-01   0    1
    7.461E+07    5.671E+06         8.033E-01         2.369E-01   2    0
    8.813E+07    1.918E+07         9.488E-01         8.013E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.931E+07    1.037E+07         8.539E-01         4.330E-01   1    0
    8.657E+07    1.763E+07         9.321E-01         7.364E-01   0    1
    8.017E+07    1.123E+07         8.631E-01         4.690E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.011E+07    1.117E+07         8.625E-01         4.667E-01   0    1
    7.934E+07    1.039E+07         8.542E-01         4.342E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.295E+07    1.401E+07         8.931E-01         5.851E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.033E+07    2.139E+07         9.725E-01         8.934E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.502E+07    6.083E+06         8.077E-01         2.541E-01   1    0
    3.515E+07   -3.379E+07         3.784E-01        -1.412E+00   0    0
    8.964E+07    2.069E+07         9.651E-01         8.644E-01   0    1
    8.177E+07    1.283E+07         8.804E-01         5.359E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.893E+07    9.985E+06         8.498E-01         4.171E-01   1    0
    5.768E+07   -1.127E+07         6.210E-01        -4.706E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.436E+07    5.419E+06         8.006E-01         2.263E-01   3    0
    8.301E+07    1.407E+07         8.938E-01         5.879E-01   1    1
    9.153E+07    2.259E+07         9.854E-01         9.434E-01   1    0
    8.617E+07    1.723E+07         9.278E-01         7.197E-01   1    0
    7.364E+07    4.701E+06         7.929E-01         1.964E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.635E+07    7.407E+06         8.220E-01         3.094E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.998E+07    2.104E+07         9.688E-01         8.788E-01   0    1
    6.407E+07   -4.875E+06         6.898E-01        -2.036E-01   0    0
    8.661E+07    1.767E+07         9.325E-01         7.381E-01   1    0
    9.256E+07    2.361E+07         9.965E-01         9.864E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.798E+07    9.042E+06         8.396E-01         3.777E-01   5    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.409E+07    5.152E+06         7.977E-01         2.152E-01   1    0
    8.938E+07    2.044E+07         9.623E-01         8.538E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.598E+07    7.035E+06         8.180E-01         2.939E-01   1    0
    7.856E+07    9.624E+06         8.459E-01         4.020E-01   1    0
    8.643E+07    1.749E+07         9.305E-01         7.304E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.829E+07    1.935E+07         9.506E-01         8.082E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.799E+07    9.051E+06         8.397E-01         3.781E-01   2    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.103E+07    2.208E+07         9.800E-01         9.225E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.356E+07    1.461E+07         8.996E-01         6.105E-01   0    2
    8.190E+07    1.295E+07         8.817E-01         5.411E-01   2    0
    8.538E+07    1.644E+07         9.192E-01         6.866E-01   0    1
    9.022E+07    2.128E+07         9.714E-01         8.890E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.175E+07    2.281E+07         9.879E-01         9.530E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.074E+07    2.180E+07         9.769E-01         9.105E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    5.637E+07   -1.257E+07         6.069E-01        -5.251E-01   0    1
    7.733E+07    8.393E+06         8.326E-01         3.506E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.498E+07    1.604E+07         9.149E-01         6.698E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.628E+07    1.734E+07         9.290E-01         7.244E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.819E+07    9.251E+06         8.419E-01         3.864E-01   1    0
    7.842E+07    9.483E+06         8.444E-01         3.961E-01   0    1
    7.064E+07    1.699E+06         7.605E-01         7.098E-02   2    2
    6.830E+07   -6.429E+05         7.353E-01        -2.686E-02   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.140E+07    1.245E+07         8.763E-01         5.203E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.405E+07    1.511E+07         9.049E-01         6.311E-01   0    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.928E+07    1.034E+07         8.536E-01         4.319E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.308E+07    1.413E+07         8.944E-01         5.904E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.224E+07    1.330E+07         8.854E-01         5.554E-01   0    1
    7.578E+07    6.838E+06         8.159E-01         2.856E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.906E+07    2.012E+07         9.589E-01         8.404E-01   1    0
    8.953E+07    2.058E+07         9.639E-01         8.598E-01   0    1
    6.801E+07   -9.287E+05         7.323E-01        -3.879E-02   0    0
    7.833E+07    9.385E+06         8.433E-01         3.920E-01   1    0
    7.846E+07    9.516E+06         8.447E-01         3.975E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.168E+07    2.274E+07         9.871E-01         9.498E-01   0    1
    2.971E+07   -3.923E+07         3.199E-01        -1.639E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.526E+07    6.323E+06         8.103E-01         2.641E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.190E+07    1.296E+07         8.818E-01         5.414E-01   1    0
    9.144E+07    2.250E+07         9.845E-01         9.399E-01   0    1
    7.769E+07    8.754E+06         8.365E-01         3.657E-01   0    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.625E+07    7.311E+06         8.210E-01         3.054E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.949E+07    2.055E+07         9.635E-01         8.583E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.484E+07    1.590E+07         9.134E-01         6.641E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.799E+07    9.052E+06         8.397E-01         3.781E-01   2    0
    9.249E+07    2.355E+07         9.958E-01         9.837E-01   0    1
    8.192E+07    1.297E+07         8.819E-01         5.420E-01   1    1
    7.577E+07    6.824E+06         8.157E-01         2.851E-01   7    3
    7.933E+07    1.039E+07         8.542E-01         4.341E-01   0    1
    9.217E+07    2.322E+07         9.923E-01         9.701E-01   1    3
    7.482E+07    5.880E+06         8.056E-01         2.456E-01   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.627E+07    1.733E+07         9.288E-01         7.239E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.240E+07    2.346E+07         9.948E-01         9.799E-01   3    0
    8.354E+07    1.460E+07         8.994E-01         6.097E-01   2    0
    8.033E+07    1.139E+07         8.649E-01         4.759E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.338E+07    1.444E+07         8.977E-01         6.030E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
