 Calculations that do not match the inspection results.
 _______________________________________________________________________________
  # cycles to | as previous, | failure # cycles/ | as previous, |detected cracks
    failure   | period after | applied # cycles  | period after |in subsequent
              |  last insp.  |                   |  last insp.  |inspections
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.086E+07    2.191E+07         9.782E-01         9.154E-01   0    1
    8.790E+07    1.896E+07         9.464E-01         7.921E-01   2    0
    7.171E+07    2.766E+06         7.720E-01         1.155E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.443E+07    1.549E+07         9.090E-01         6.471E-01   0    1
    7.887E+07    9.925E+06         8.491E-01         4.146E-01   1    0
    7.064E+07    1.697E+06         7.605E-01         7.090E-02   1    0
    8.748E+07    1.854E+07         9.419E-01         7.746E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.221E+07    3.272E+06         7.775E-01         1.367E-01   1    0
    9.055E+07    2.161E+07         9.749E-01         9.025E-01   1    0
    8.934E+07    2.040E+07         9.618E-01         8.519E-01   0    1
    8.309E+07    1.415E+07         8.946E-01         5.911E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    1.951E+07   -4.943E+07         2.101E-01        -2.065E+00   0    0
    7.049E+07    1.551E+06         7.590E-01         6.481E-02   1    0
    7.147E+07    2.531E+06         7.695E-01         1.057E-01   0    2
    7.818E+07    9.235E+06         8.417E-01         3.857E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.942E+07    2.048E+07         9.627E-01         8.554E-01   1    0
    8.171E+07    1.277E+07         8.798E-01         5.335E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.791E+07    1.897E+07         9.465E-01         7.923E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.962E+07    1.068E+07         8.573E-01         4.462E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    5.970E+07   -9.237E+06         6.428E-01        -3.858E-01   0    2
    4.472E+07   -2.422E+07         4.815E-01        -1.012E+00   0    2
    7.668E+07    7.742E+06         8.256E-01         3.234E-01   1    1
    8.029E+07    1.135E+07         8.645E-01         4.742E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.006E+07    2.111E+07         9.696E-01         8.820E-01   0    1
    8.147E+07    1.253E+07         8.771E-01         5.234E-01   1    0
    8.576E+07    1.682E+07         9.234E-01         7.028E-01   1    0
    7.584E+07    6.897E+06         8.165E-01         2.881E-01   4    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.220E+07    3.257E+06         7.773E-01         1.361E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.324E+07    1.430E+07         8.962E-01         5.975E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.547E+07    1.653E+07         9.202E-01         6.903E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.494E+07    5.996E+06         8.068E-01         2.505E-01   0    1
    7.289E+07    3.949E+06         7.848E-01         1.649E-01   1    0
    8.094E+07    1.199E+07         8.714E-01         5.010E-01   1    0
    8.075E+07    1.180E+07         8.693E-01         4.931E-01   1    0
    8.703E+07    1.808E+07         9.370E-01         7.554E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.451E+07    1.557E+07         9.099E-01         6.503E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.483E+07    1.589E+07         9.133E-01         6.636E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    7.572E+07    6.774E+06         8.152E-01         2.830E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.390E+07    4.959E+06         7.956E-01         2.072E-01   7    3
    7.617E+07    7.230E+06         8.201E-01         3.020E-01   1    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    8.808E+07    1.914E+07         9.484E-01         7.997E-01   1    0
    8.758E+07    1.864E+07         9.429E-01         7.785E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.745E+07    8.507E+06         8.338E-01         3.554E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.472E+07    5.776E+06         8.044E-01         2.413E-01   2    0
    8.449E+07    1.555E+07         9.097E-01         6.496E-01   1    0
    8.040E+07    1.146E+07         8.656E-01         4.787E-01   0    1
    8.130E+07    1.236E+07         8.753E-01         5.163E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.192E+07    2.982E+06         7.744E-01         1.245E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.096E+07   -7.984E+06         6.563E-01        -3.335E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.163E+07    2.269E+07         9.866E-01         9.479E-01   0    1
    6.999E+07    1.044E+06         7.535E-01         4.362E-02   0    3
    9.134E+07    2.240E+07         9.834E-01         9.356E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.963E+07    1.069E+07         8.574E-01         4.467E-01   0    1
    3.186E+07   -3.708E+07         3.430E-01        -1.549E+00   1    0
    7.334E+07    4.394E+06         7.896E-01         1.836E-01   2    0
    8.189E+07    1.295E+07         8.817E-01         5.408E-01   1    0
    8.596E+07    1.702E+07         9.255E-01         7.108E-01   6    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.910E+07    1.016E+07         8.516E-01         4.242E-01   1    0
    8.446E+07    1.552E+07         9.093E-01         6.483E-01   3    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.630E+07    7.355E+06         8.214E-01         3.072E-01   1    0
    7.249E+07    3.550E+06         7.805E-01         1.483E-01   1    0
    8.819E+07    1.925E+07         9.495E-01         8.039E-01   1    0
    7.907E+07    1.013E+07         8.513E-01         4.230E-01   1    0
    9.223E+07    2.329E+07         9.930E-01         9.729E-01   2    0
    8.194E+07    1.300E+07         8.822E-01         5.428E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.435E+07    1.541E+07         9.082E-01         6.437E-01   1    0
    8.368E+07    1.474E+07         9.010E-01         6.158E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.959E+07    1.065E+07         8.570E-01         4.450E-01   2    0
    7.973E+07    1.079E+07         8.584E-01         4.506E-01   0    2
    7.389E+07    4.945E+06         7.955E-01         2.065E-01   1    0
    9.047E+07    2.153E+07         9.741E-01         8.994E-01   1    1
    7.147E+07    2.525E+06         7.694E-01         1.055E-01   1    0
    6.789E+07   -1.053E+06         7.309E-01        -4.400E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.508E+07    1.614E+07         9.160E-01         6.742E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.120E+07    2.226E+07         9.819E-01         9.299E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.718E+07    8.242E+06         8.310E-01         3.443E-01   4    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.066E+07    2.172E+07         9.761E-01         9.073E-01   1    0
    8.276E+07    1.382E+07         8.910E-01         5.772E-01   2    0
    5.391E+07   -1.503E+07         5.804E-01        -6.279E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.314E+07    1.420E+07         8.951E-01         5.932E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.577E+07    1.683E+07         9.235E-01         7.031E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    8.397E+07    1.503E+07         9.040E-01         6.276E-01   0    1
    7.863E+07    9.688E+06         8.466E-01         4.047E-01   0    2
    7.485E+07    5.913E+06         8.059E-01         2.470E-01   1    0
    8.931E+07    2.037E+07         9.615E-01         8.507E-01   0    1
    7.697E+07    8.032E+06         8.287E-01         3.355E-01   0    1
    7.924E+07    1.030E+07         8.532E-01         4.303E-01   0    2
    8.350E+07    1.455E+07         8.989E-01         6.079E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.534E+07    1.640E+07         9.188E-01         6.851E-01   1    0
    9.242E+07    2.348E+07         9.950E-01         9.807E-01   0    1
    4.838E+07   -2.056E+07         5.209E-01        -8.587E-01   0    0
    6.907E+07    1.285E+05         7.436E-01         5.366E-03   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.713E+07   -1.806E+06         7.228E-01        -7.544E-02   0    0
    9.082E+07    2.188E+07         9.778E-01         9.139E-01   0    1
    4.016E+07   -2.878E+07         4.324E-01        -1.202E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.057E+07    1.163E+07         8.674E-01         4.857E-01   0    2
    7.492E+07    5.976E+06         8.066E-01         2.496E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.927E+07    2.033E+07         9.611E-01         8.492E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    8.373E+07    1.479E+07         9.015E-01         6.177E-01   1    1
    8.575E+07    1.681E+07         9.232E-01         7.020E-01   0    1
    7.720E+07    8.261E+06         8.312E-01         3.451E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.941E+07    1.047E+07         8.550E-01         4.374E-01   2    0
    8.909E+07    2.015E+07         9.592E-01         8.418E-01   0    3
    7.882E+07    9.876E+06         8.486E-01         4.125E-01   1    0
    8.900E+07    2.006E+07         9.582E-01         8.380E-01   0    2
    8.935E+07    2.041E+07         9.619E-01         8.524E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.703E+07    8.088E+06         8.293E-01         3.379E-01   0    1
    9.170E+07    2.276E+07         9.873E-01         9.506E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.927E+07    2.033E+07         9.612E-01         8.493E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.601E+07    1.707E+07         9.260E-01         7.129E-01   1    0
    6.869E+07   -2.526E+05         7.395E-01        -1.055E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    3.649E+07   -3.245E+07         3.928E-01        -1.356E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.474E+07    1.580E+07         9.124E-01         6.600E-01   5    0
    9.136E+07    2.242E+07         9.837E-01         9.366E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.201E+07    1.307E+07         8.830E-01         5.461E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
